genus,decimallatitude,decimallongitude,day,month,year
Caretta,27.54,-82.03,,,
Chelonia,27.54,-82.03,,,
,27.54,-82.03,,,
Chelonia,30.66,-84.5,,,
,27.57,-81.91,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
Chelonia,27.8,-82.03,,,
,27.54,-82.03,,,
Chelonia,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,1,5,2003
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,1,5,2003
,27.54,-82.03,,,
,27.54,-82.03,,,
Chelonia,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.67,-82.13,,,
,27.54,-82.03,,,
Chelonia,27.67,-82.13,,,
Chelonia,27.67,-82.13,,,
,27.67,-82.13,,,
,27.57,-81.91,,,
Chelonia,27.54,-82.03,,,
,27.67,-82.13,,,
,27.67,-82.13,,,
Lepidochelys,27.8,-82.03,26,4,1980
,27.7,-82,26,4,1980
,27.71,-82.12,,,
,27.69,-81.84,,,
Chelonia,27.37,-82.44,20,10,1992
,27.69,-82.5,,,
Caretta,27.83,-80.81,5,5,1993
Caretta,27.83,-80.81,5,5,1993
,30.05,-84.07,,,
,27.75,-81.96,,,
,27.77,-81.95,,,
,27.77,-81.95,,,
,27.77,-81.95,,,
Chelonia,27.77,-81.95,,,
,27.69,-81.91,,,
,27.77,-81.95,,,
,27.76,-82.05,,,
Lepidochelys,27.7,-82.5,,,
,27.7,-82,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.67,-81.91,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.67,-81.91,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.77,-81.98,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
Chelonia,27.71,-81.93,,,
Chelonia,27.71,-82.12,,,
,27.67,-81.91,,,
Chelonia,27.67,-81.91,,,
,27.71,-81.93,30,3,1972
,27.8,-82.03,,,
Chelonia,27.67,-81.91,,,
,27.71,-81.93,,,
,27.77,-81.88,,,
,27.77,-81.88,,,
,27.67,-81.91,,,
Chelonia,27.77,-81.88,,,
Chelonia,27.67,-81.91,,,
Chelonia,27.77,-81.98,,,
Chelonia,27.67,-81.91,,,
,27.77,-81.98,,,
Chelonia,27.67,-81.91,,,
Chelonia,27.67,-81.91,,,
Chelonia,27.67,-81.91,,,
,27.67,-81.91,,,
,27.77,-81.88,,,
,27.77,-81.88,,,
,27.67,-81.91,,,
Chelonia,27.83,-81.93,,,
Chelonia,27.71,-81.93,,,
Chelonia,27.67,-81.91,,,
,27.71,-81.93,30,3,1972
,27.7,-82.01,,,
,27.67,-81.91,,,
Chelonia,27.77,-81.98,,,
,27.71,-82.12,,,
Chelonia,27.7,-82.01,,,
,27.77,-81.95,,,
Chelonia,27.77,-81.88,,,
Chelonia,27.8,-82.03,,,
,27.77,-81.88,,,
,27.77,-81.88,,,
,27.77,-81.98,,,
Chelonia,27.83,-81.93,,,
,27.83,-81.93,,,
,27.77,-81.88,,,
,27.67,-81.91,,,
,27.7,-82.01,,,
,27.77,-81.88,,,
Chelonia,27.67,-81.91,,,
Chelonia,27.77,-81.95,,,
,27.67,-81.91,,,
Chelonia,27.7,-82.01,,,
Chelonia,27.83,-81.93,,,
,27.7,-82.01,,,
Chelonia,27.83,-81.93,,,
Chelonia,27.7,-82.01,,,
Caretta,27.75,-81.96,20,1,1990
Chelonia,27.75,-81.96,20,1,1990
,30.43,-82.73,27,12,1974
,30.46,-82.75,9,4,1988
,29.87,-81.35,,,
,27.65,-81.86,,,
,27.7,-82,,,
Eretmochelys,27.7,-82,,,
Caretta,27.8,-81.96,,,
Chelonia,27.71,-82.12,,,
Caretta,27.7,-82,,,
,29.01,-82.65,,,
,29.01,-82.65,28,10,1988
Chelonia,27.7,-82.01,,,
Chelonia,27.7,-82.01,,,
,26.39,-81.36,,,
,26.39,-81.36,,,
,26.39,-81.36,,,
,26.39,-81.36,,,
,26.39,-81.36,,,
Chelonia,30.7,-84.54,10,10,1987
Chelonia,30.7,-84.54,,,
,27.65,-81.86,10,5,1986
,27.65,-81.86,10,5,1986
Chelonia,27.65,-81.86,10,5,1986
,27.65,-81.86,10,5,1986
,27.65,-81.86,10,5,1986
,27.65,-81.86,10,5,1986
,27.71,-82.12,17,4,1987
,27.71,-82.12,17,4,1987
,27.64,-81.93,,,
,27.64,-81.93,,,
Chelonia,27.64,-81.93,,,
Chelonia,27.64,-81.93,,,
Chelonia,27.64,-81.93,,,
,27.7,-82,,,
Chelonia,27.7,-82,,,
Eretmochelys,27.7,-82,,,
Eretmochelys,27.7,-82,,,
Caretta,27.7,-82,,,
Caretta,27.71,-82.12,,,
Chelonia,27.71,-82.12,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
Eretmochelys,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
Caretta,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
Chelonia,27.65,-81.86,,,
,27.65,-81.86,,,
Eretmochelys,27.65,-81.86,,,
Chelonia,27.65,-81.86,,,
Caretta,27.65,-81.86,,,
Chelonia,27.65,-81.86,,,
Chelonia,27.36,-82.45,30,10,1986
Chelonia,27.36,-82.45,30,10,1986
Chelonia,27.37,-82.45,31,10,1986
Chelonia,27.37,-82.45,27,6,1986
Chelonia,30.66,-84.45,27,9,1987
Chelonia,27.37,-82.45,29,5,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.65,-81.86,24,9,1986
,27.66,-81.85,,,
,27.66,-81.85,,,
,27.66,-81.85,,,
Caretta,27.69,-81.84,24,9,1986
,27.71,-82.12,,,
,29.67,-82.34,27,2,1966
,29.67,-82.34,,,
,27.65,-81.86,,,
,27.65,-81.86,26,8,1985
,27.65,-81.86,26,8,1985
,27.65,-81.86,,,
,27.65,-81.86,26,8,1985
,29.84,-82.68,,,
,27.69,-81.84,,,
,27.69,-81.84,,,
,27.69,-81.84,,,
,27.69,-81.84,,,
,27.69,-81.84,,,
,27.69,-82.5,,,
,27.37,-82.45,,,
,30.09,-83.24,29,7,1984
Chelonia,27.7,-82,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.65,-81.86,,,
,27.66,-81.85,,,
,27.7,-82,,,
,27.77,-81.98,,,
,27.77,-81.98,,,
,27.77,-81.98,,,
Chelonia,27.7,-82,,,
,27.7,-82,,,
,27.7,-82,,,
,27.77,-81.98,,,
,27.97,-82.73,,,
,27.48,-82.38,25,2,1984
,27.7,-82,20,8,1983
,27.7,-82,20,8,1983
,30.09,-83.24,,,
Chelonia,27.7,-82,,,
,27.77,-81.95,,,
,27.7,-82,,,
Lepidochelys,27.76,-81.82,,,
,27.69,-81.84,,,
,27.69,-81.84,,,
,27.69,-81.84,,,
,27.7,-82,,,
,27.7,-82,18,5,1983
,27.7,-82,,,
,27.7,-82,18,5,1983
,27.7,-82,26,3,1983
,27.7,-82,26,3,1983
,27.7,-82,,,
,27.7,-82,,,
,27.77,-81.88,,,
,27.77,-81.88,,,
,27.86,-82.01,,,
,27.86,-82.01,,,
Lepidochelys,27.7,-82.01,,,
,27.77,-81.95,,,
,27.77,-81.98,,,
,27.77,-81.98,,,
,27.86,-82.01,,,
,27.86,-82.01,,,
,27.8,-82.03,,,
,29.3,-82.73,,,
,27.73,-82.09,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.89,,,
,27.67,-81.91,,,
,27.77,-81.88,,,
,27.8,-82.03,,,
,27.77,-81.88,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.89,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Lepidochelys,27.78,-82.03,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Lepidochelys,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.8,-82.03,,,
,27.71,-81.93,,,
Lepidochelys,27.8,-82.03,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
Caretta,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
Chelonia,27.71,-81.93,,,
Caretta,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Chelonia,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
Lepidochelys,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
Chelonia,27.67,-81.91,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
Chelonia,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
Chelonia,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.8,-82.03,,,
,27.83,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.67,-81.91,,,
,27.8,-82.03,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.67,-81.91,,,
,27.8,-82.03,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.8,-82.03,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.75,-81.95,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.78,-82.03,,,
,27.71,-81.93,,,
,27.69,-81.84,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.69,-81.84,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.89,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.7,-82.01,,,
,27.67,-81.89,,,
,27.67,-81.89,,,
,27.67,-81.89,,,
,27.67,-81.89,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.69,-81.84,,,
,27.67,-81.89,,,
,27.71,-81.93,,,
,27.67,-81.89,,,
,27.7,-82.01,,,
Chelonia,27.67,-81.89,,,
Chelonia,27.71,-81.93,,,
,27.67,-81.89,,,
,27.67,-81.89,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
Lepidochelys,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.89,,,
,27.67,-81.91,,,
,27.67,-81.89,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.5,-82.35,,,
,27.75,-81.95,,,
,27.35,-82.37,,,
,27.92,-82,,,
Caretta,27.63,-80.39,,,
Chelonia,27.63,-80.39,,,
,28.08,-80.73,26,6,1956
Caretta,25.0708,-80.4246,6,6,2015
Caretta,25.0708,-80.4246,4,6,2015
Caretta,25.0527,-80.3337,5,6,2015
Caretta,25.1446,-80.2566,15,8,2014
Caretta,25.0524,-80.3323,31,10,2014
Eretmochelys,24.715434,-81.199894,2,6,2015
Eretmochelys,28.83333,-82.61667,,,1881
Caretta,24.55,-82,,,1864
Chelonia,25.0865,-80.4473,16,3,2015
Caretta,24.55607,-81.77767,,,
Chelonia,27.22236,-80.17857,,,
Caretta,26.4475,-82.1134,16,9,1958
Chelonia,26.1224,-80.1373,31,12,2014
Chelonia,26.189,-80.0947,30,12,2014
Caretta,26.5272,-82.195,27,7,1938
Caretta,24.6647,-82.8556,,7,1914
Caretta,24.6647,-82.8556,,7,1914
Eretmochelys,24.6647,-82.8556,,,
Caretta,26.6039,-82.1714,,,
Eretmochelys,24.5542,-81.7917,,,
Caretta,24.6647,-82.8556,,7,1914
Caretta,24.6647,-82.8556,,7,1914
Caretta,24.6647,-82.8556,,,
Caretta,26.6039,-82.1714,,,
Chelonia,28.434445,-80.794037,7,10,2014
Chelonia,26.703,-80.017,13,9,2014
Chelonia,26.9485,-80.0845,6,7,2014
Caretta,28.3754,-81.551,31,8,2013
Chelonia,28.3754,-81.551,31,8,2013
Chelonia,24.455,-81.8583,9,7,2014
Chelonia,26.2317,-80.0961,19,6,2014
Chelonia,26.2379,-80,19,6,2014
Caretta,26.7513,-80.0473,7,6,2014
Chelonia,26.7056,-80.0364,3,8,2006
Chelonia,26.733,-80.0124,9,4,2014
Chelonia,26.788,-80.016,12,7,2010
Caretta,26.788,-80.016,12,7,2010
Eretmochelys,26.789,-80.016,25,4,2008
Caretta,26.8761,-79.9839,5,3,2014
Chelonia,26.8539,-80.0313,13,7,2010
Lepidochelys,29.859013,-85.271673,13,10,2013
Caretta,26.1993,-80.0716,12,3,2014
Chelonia,24.6663,-81.3563,,8,1968
Caretta,28.0789,-80.6053,,,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,28.0789,-80.6053,9,7,1977
Caretta,26.9485,-80.0845,16,2,2014
Caretta,24.999975,-80.926846,29,6,2013
Chelonia,24.905428,-80.917262,8,6,2011
Eretmochelys,26.086256,-80.007243,1,8,2010
Chelonia,26.209269,-80.133249,2,7,2007
Caretta,26.317107,-80.167784,2,7,2007
Eretmochelys,26.062193,-80.102699,25,1,2009
Eretmochelys,26.715,-80.018,23,12,2013
Caretta,24.55607,-81.77767,,,
Chelonia,25.0096,-80.3745,31,12,2013
Chelonia,25.0865,-80.4473,18,1,2013
Chelonia,25.0865,-80.4473,24,1,2013
Chelonia,24.9243,-80.6278,30,5,2012
,25.854562384425677,-80.11885778192317,20,6,1966
Caretta,28.7505,-82.5001,1,9,1985
Chelonia,25.0865,-80.4473,5,9,2013
Caretta,26.653,-80.021,22,7,2012
Chelonia,29.9905,-85.8569,2,8,2013
Caretta,26.747,-80.007,2,7,2006
Chelonia,26.2054,-80.0884,30,6,2013
Chelonia,26.9485,-80.0845,2,2,2013
Caretta,26.9485,-80.0845,2,2,2013
Caretta,26.685,-80.019,21,6,2013
Chelonia,25.0311,-80.2486,28,11,2012
Chelonia,26.4189,-78.7562,6,5,2013
Chelonia,26.816,-80.003,19,1,2013
Chelonia,29.1341,-81.3627,22,2,2013
Chelonia,29.1341,-81.3627,22,2,2013
Chelonia,26.189,-80.0947,4,11,2012
Eretmochelys,26.703,-80.017,4,8,2012
Chelonia,26.703,-80.017,4,8,2012
Caretta,26.703,-80.017,4,8,2012
Chelonia,26.653,-80.021,4,8,2012
Caretta,26.653,-80.021,4,8,2012
Caretta,26.71,-80.028,4,8,2012
Chelonia,26.71,-80.028,4,8,2012
Eretmochelys,26.71,-80.028,4,8,2012
Eretmochelys,26.7153,-80.0534,21,2,2012
Chelonia,25.0865,-80.4473,12,3,2000
Chelonia,26.9464,-80.0313,30,9,2012
Caretta,26.8803,-80.0119,22,9,2012
Chelonia,25.0865,-80.4473,27,11,2011
Chelonia,25.789,-80.2264,15,7,2011
Caretta,26.8917,-80.0406,15,7,2011
Eretmochelys,25.0351,-80.3485,12,7,2011
Caretta,25.8045,-79.1123,15,7,2009
Chelonia,25.0865,-80.4473,27,11,2011
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Chelonia,29.56,-82.25,,,
Caretta,25.15,-81.14,3,9,1966
Caretta,25.11,-81.08,3,9,1966
Caretta,25.15,-81.14,21,8,1966
Caretta,25.11,-81.08,14,8,1966
Caretta,25.11,-81.08,14,8,1966
Caretta,25.22,-81.17,14,8,1966
Eretmochelys,29.56,-82.25,,,
Eretmochelys,29.56,-82.25,,,
Caretta,29.56,-82.25,14,5,1918
Lepidochelys,29.46,-81.12,,8,1954
Caretta,28.63,-80.61,22,12,1945
Caretta,28.63,-80.61,22,12,1945
Chelonia,27.850988,-80.450706,8,1,1985
Caretta,27.29901,-80.21806,25,7,1976
Chelonia,29.89852,-84.39241,,,
Caretta,27.44731,-80.32569,,9,1960
Caretta,27.44731,-80.32569,,9,1960
Caretta,24.82427,-80.81585,,7,1961
Caretta,24.82427,-80.81585,,7,1961
Caretta,24.71619,-81.07563,,,1958
Caretta,31.0668,-81.418,5,5,1962
Caretta,31.0668,-81.418,5,5,1962
Caretta,31.0668,-81.418,5,5,1962
Caretta,31.0668,-81.418,5,5,1962
Caretta,31.0668,-81.418,5,5,1962
Caretta,26.358698,-80.082991,,9,1944
Caretta,25.6529,-80.2722,,10,1963
Caretta,25.6529,-80.2722,,10,1963
Eretmochelys,28.83333,-82.61667,,,1881
Caretta,24.63285,-82.92063,,,1926
Caretta,24.63285,-82.92063,,,1926
Caretta,26.9623,-82.3527,,9,1938
Caretta,29.56551,-82.25337,,,
Caretta,26.25786,-80.0806,,,
Caretta,26.25786,-80.0806,,,
Lepidochelys,29.56551,-82.25337,,,
Lepidochelys,24.55607,-81.77767,14,4,1858
Caretta,29.565505,-82.253366,,,
Eretmochelys,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Chelonia,29.565505,-82.253366,1,4,1980
Chelonia,24.5328,-82.0047,12,6,1985
Lepidochelys,30.07379,-84.17967,18,8,1956
Chelonia,24.6449,-81.5674,14,2,1985
Lepidochelys,30.951935,-81.412117,10,6,1973
Caretta,24.55607,-81.77767,,,
Caretta,30.951935,-81.412117,,,
Caretta,30.951935,-81.412117,,,
Caretta,30.951935,-81.412117,,,
Caretta,30.951935,-81.412117,29,7,1974
Lepidochelys,25.038,-80.746,,,
Lepidochelys,29.565505,-82.253366,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.8166,-80.8237,,,
Chelonia,29.565505,-82.253366,,,
Chelonia,29.565505,-82.253366,,,
Caretta,29.210605,-81.022977,,,
Caretta,24.82427,-80.81585,,,
Chelonia,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,29.565505,-82.253366,,,
Caretta,29.565505,-82.253366,,,
Caretta,29.565505,-82.253366,,,
Caretta,29.565505,-82.253366,,,
Chelonia,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Caretta,29.565505,-82.253366,,,
Eretmochelys,24.55607,-81.77767,,,
Chelonia,29.565505,-82.253366,,,
Eretmochelys,24.55607,-81.77767,,,
Eretmochelys,24.556625,-81.779221,,,
Caretta,24.8166,-80.8237,21,8,1960
Caretta,30.951935,-81.412117,,,
Caretta,30.951935,-81.412117,4,9,1974
Caretta,24.8166,-80.8237,3,11,1900
Eretmochelys,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Caretta,24.55607,-81.77767,,,
Eretmochelys,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
Chelonia,24.55607,-81.77767,,,
